text,location_str,latitude,longitude,sentiment,sentiment_strength,confidence,neg_score,neu_score,pos_score,analysis_timestamp
#Biden #COVID19 https://t.co/xt7dfWZahg,United States,39.7837304,-100.445882,Neutral,-0.3806,0.5475,0.4166,0.5475,0.036,2025-12-05 13:26:52
"What keeps #dealmakers up at night? GHJ Partner @h9kop joins @latimes #PrivateEquity and M&amp;A Roundtable to discuss the impact of #COVID19 and what is to come for the 2022 market. #TogetherWeMakeItHappen @HLBI
https://t.co/rwlL3ydseS https://t.co/50ape7838R","Los Angeles, CA",34.0536909,-118.242766,Neutral,0.139,0.8252,0.0179,0.8252,0.1569,2025-12-05 13:26:52
"What they mean, they will need to extricate #Mitsotakis by air from #Athens...#Covid19 #Greece #μητσοτακη_παραιτησου https://t.co/PKf3SX0yav",Barcelona,41.3825802,2.177073,Neutral,-0.2171,0.7296,0.2437,0.7296,0.0266,2025-12-05 13:26:52
"😊Today I received an e mail. To say I am suprised,and humbled would be an under-statement. Someone was kind enough to think on me,and to nominate me. I want them to know I am so grateful,they are so kind. Some really nice kind people in the world #COVID19 #OurVoiceOurRights 👍 https://t.co/BANf4m8HMI","Greenock, Scotland",55.9473423,-4.7564721,Positive,0.9652,0.9732,0.008,0.0189,0.9732,2025-12-05 13:26:52
"My idiot cousin convinced my 80 year old uncle to 'stop living in fear' and ignore sensible #COVID19 precautions. 

One week later he caught Covid which --  despite two vaccines and a booster jab -- almost killed him.",UK,54.7023545,-3.2765753,Negative,-0.866,0.8781,0.8781,0.1098,0.0121,2025-12-05 13:26:52
I live in N AL. Took my son to hockey-only 2 people wearing a mask. News flash-the pandemic IS NOT OVER! People are still dying and infection rates are going up. Quit being selfish and do your part to end the pandemic! #Covid_19 #covidvariant #COVID19 #pandemic #selfish,"Alabama, USA",33.2588817,-86.8295337,Negative,-0.7585,0.7877,0.7877,0.1831,0.0292,2025-12-05 13:26:52
"Israel has recorded its first case of ‘flurona’ – a simultaneous infection of the flu and Covid virus.

#COVID19 #flurona #Israel 
https://t.co/cSA5oun5CW",Malta,35.9311442,14.3951627,Negative,-0.7132,0.7249,0.7249,0.2635,0.0117,2025-12-05 13:26:52
"DUMA 🇵🇱
#Omikron #COVID19 https://t.co/gkl0PMVFar","Poznań, Polska",52.4006632,16.9197326,Negative,-0.4966,0.5214,0.5214,0.4537,0.0248,2025-12-05 13:26:52
"@VeronicaBaldwi @a_longhurst There's a $250/month subscription fee + replacement cartridges. Staff only needed to change cartridge after every 2 detection events. I'd like to know if I'm entering a shoppers drug mart or a cineplex that it's safe, or to avoid one when #COVID19 is detected.","Toronto, Ontario",43.6534817,-79.3839347,Neutral,-0.3531,0.5882,0.3824,0.5882,0.0293,2025-12-05 13:26:52
"ഒരു ഘട്ടത്തിനു ശേഷം ഈ വൈറസിന്‍റെ വ്യാപനം തടയാന്‍ ഏറെ ബുദ്ധിമുട്ടേണ്ടി വരുമെന്നും...
#OmicronVariant #COVID19
https://t.co/oWhU8nrg7g","Kerala, INDIA",10.3528744,76.5120396,Neutral,-0.0341,0.7222,0.156,0.7222,0.1219,2025-12-05 13:26:52
"The American multinational #pharmaceutical company #Merck's COVID-19 pill also got Britain's approval and the company agreed to let other drugmakers make its #COVID19 pill, #Molnupiravir, available in 105 poorer countries.

#pfizer #paxlovid #covidpill #covid19pill #cheaptickets","Panchkula, Haryana, India",30.6975401,76.8551066,Neutral,0.2336,0.7328,0.0168,0.7328,0.2504,2025-12-05 13:26:52
"Οι γιατροί εξετάζουν τις επιπτώσεις της #Covid19 στα παιδιά, καθώς ξεκινά ο #εμβολιασμός τους

https://t.co/206RfVlE8A","Athens, Greece",37.9755648,23.7348324,Neutral,-0.0694,0.8076,0.1309,0.8076,0.0615,2025-12-05 13:26:52
"Early reports indicate that the #Omicron virus does not cause an as severe illness as other #variants, though it is still highly transmissible. Will be interesting to watch in the next few weeks. @nytimes: https://t.co/EQeqJ5WAg9 @lynseychutel @perezpena @EmilyAnthes #COVID19","Nashville, TN",36.1622767,-86.7742984,Neutral,0.1248,0.7321,0.0715,0.7321,0.1963,2025-12-05 13:26:52
"“The pandemic has been calling the shots for the economy,” @SecYellen said.

@USTreasury Secretary Janet Yellen said the #Pandemic is a key factor in rising #Inflation and claimed that controlling #COVID19 is paramount to getting inflation levels down. https://t.co/tHHXNx8LDw","New York, USA",40.7127281,-74.0060152,Neutral,-0.1055,0.7747,0.1654,0.7747,0.0599,2025-12-05 13:26:52
"2021 had some great wins for #smallbusinesses, especially rebounding after shutdown last year. Here are the best #smallbusiness stories of 2021. via @Forbes
https://t.co/zNSmL420hC
#Business #BusinessOwner #businesstips #entrepreneur #COVID19 #yearend #management #Leader #success","Grand Rapids, MI",42.9632425,-85.6678639,Positive,0.972,0.9749,0.0029,0.0222,0.9749,2025-12-05 13:26:52
"Feliz fin de semana pueblo salvadoreño. 🙌🏻🇸🇻
Desde temprano nos encontramos trabajando por todos ustedes.

Espero que puedan disfrutar estos días en familia, no olviden seguirse cuidando contra el #covid19.

Bendiciones, un fuerte abrazo. https://t.co/8lCGSVxQWO","San Salvador, El Salvador. ",13.697629,-89.191156,Positive,0.9239,0.9302,0.0063,0.0635,0.9302,2025-12-05 13:26:52
"At what point should we start closing bubbles again? Apparently eight cases in one class isn't enough 🙄 not my school, but very worried for my friend 😞 #COVID19 #teacherlife","🇬🇧 Essex, Uk ",51.7704679,0.4646698,Negative,-0.8916,0.8979,0.8979,0.0958,0.0063,2025-12-05 13:26:52
"＜新型コロナ＞佐賀県、女性3人の感染確認　6日発表、延べ5861人に
https://t.co/QWRm9L1BuH 
#佐賀新聞 #sagashimbun #saganews
#コロナ #covid19 #感染",佐賀県佐賀市,33.2639134,130.3008378,Neutral,0.0107,0.8907,0.0493,0.8907,0.06,2025-12-05 13:26:52
"Inbox:  #Houston Mayor Sylvester Turner tests positive for #COVID19. 

Statement from Mayor Sylvester Turner https://t.co/ApXCyIew5I","Houston, Texas",29.7589382,-95.3676974,Neutral,-0.0034,0.9246,0.0394,0.9246,0.036,2025-12-05 13:26:52
"It doesn’t matter how careful we are does it. We’re going to get #covid from the kids at #school. I can’t see how we can avoid it. 5 cases in our kids classes this week alone.

#COVID19 #nhs #ToryCovidDisaster",Edinburgh,55.9533456,-3.1883749,Negative,-0.8815,0.8902,0.8902,0.1011,0.0087,2025-12-05 13:26:52
"Amigos, les dejamos las cifras de la #Pandemia de #COVID19 liberadas por la @SeremiSalud_IX para #Pucón y #LaAraucanía en este sábado 30 de octubre. Un abrazo a todos, a cuidarse y a #vacunarse #YoMeVacuno https://t.co/ukpVY9vh2N","Pucón, Chile",-39.273222,-71.9329968,Neutral,0.0089,0.8511,0.07,0.8511,0.0789,2025-12-05 13:26:52
"Aquestes són les recomanacions del Comitè Científic Assessor de la #COVID19
📄 Preparació i resposta davant la variant òmicron del coronavirus SARS-CoV-2 a Catalunya 📄 
🧐👉 https://t.co/e8HljvpL63
Des del #COMG, tot el nostre suport! El moment és delicat i calia prendre mesures https://t.co/Y6T0GLLfCM",Girona,41.9793006,2.8199439,Neutral,0.0025,0.8707,0.0634,0.8707,0.0659,2025-12-05 13:26:52
"Menteur, ne tient pas ses promesses, président des riches, mauvaise gestion du #COVID19, mépris des gens, sont les principales raisons de la défiance des #Français envers #Macron. https://t.co/085ic8Lunr",Region Parisienne France,48.8542311,2.3993246,Neutral,-0.1622,0.7564,0.2029,0.7564,0.0407,2025-12-05 13:26:52
"Francisco Pérez, subsecretario de @Salud_Ec, anunció que el Ejecutivo coordina acciones para desarrollar “campañas masivas” de aplicación de la tercera dosis contra el #COVID19.

Los detalles aquí: https://t.co/A63bC03XSh https://t.co/FH1Fz0TsSK",Ecuador,-1.3397668,-79.3666965,Neutral,-0.0005,0.8695,0.0655,0.8695,0.065,2025-12-05 13:26:52
(Vidéo) Petite bamboche entre Marlène Schiappa et des influenceuses sans gestes barrières au ministère https://t.co/vlA5Nw0ejz #COVID19 #discotheques #3èmedose #Bamboche,"Paris, France",48.8588897,2.320041,Neutral,-0.0197,0.8556,0.082,0.8556,0.0623,2025-12-05 13:26:52
"Opérations exceptionnelles de vaccination 
Le département de la #Creuse est confronté depuis un mois à une forte reprise de la diffusion de l’épidémie de #COVID19 avec 367 contaminations recensées sur les sept derniers jours... https://t.co/hDSL7kwwUG https://t.co/Ws0aCQopZy",Guéret,46.1689521,1.8715763,Neutral,-0.1335,0.803,0.1653,0.803,0.0318,2025-12-05 13:26:52
"#VaccineCentury 
The World’s largest free-for-all #vaccination drive continues to drive #India ahead of many developed countries in the fight against #COVID19 .

💥 #NarendraModi 👑🦁
#ModiHaiToMumkinHai 🏵️ https://t.co/dwkQRNUjbr","Nur-Sultan, Kazakhstan",51.1159933,71.4677059,Positive,0.93,0.9333,0.0033,0.0635,0.9333,2025-12-05 13:26:52
Diabolical #UKGov forcing #NHS #careworkers to have #vaccine or loose jobs. Just make masks obligatory. 57000 being #gaslighted #ToriesUnfitToGovern #ToriesDontCare #Shameless #COVID19 @loosewomen,"Thurso, Scotland",58.5947443,-3.520577,Negative,-0.918,0.9237,0.9237,0.0707,0.0057,2025-12-05 13:26:52
"Here is my Christmas greeting to you all on Twitter, with a gentle reminder of how to keep safe this holiday period #christmas #sundaythoughts #happysunday #covid19 #ChristmasSongs https://t.co/zb7iORv7Yo",Wolverhampton,52.5847651,-2.127567,Positive,0.6727,0.6877,0.015,0.2973,0.6877,2025-12-05 13:26:52
"Ok, twitter, how do I get a #covid19 #booster in Hamilton, Ontario? I'm too tired to do this hunger games thing again...","Hamilton, Ontario",43.2560802,-79.8728583,Negative,-0.7356,0.7533,0.7533,0.229,0.0177,2025-12-05 13:26:52
"#Covid19 #Omicron 

🔴 CDC cuts isolation period for asymptomatic Americans to 5 days

Follow live updates ⬇️ https://t.co/AlSdYFSRys","London, England",51.5074456,-0.1277653,Neutral,-0.2851,0.6802,0.3025,0.6802,0.0174,2025-12-05 13:26:52
#CaraotaShow | David Bisbal confirmó que dio positivo al #COVID19 en su regreso a España  📍 https://t.co/VTeq1gyAjn,Caracas - Venezuela,10.5060934,-66.9146008,Neutral,0.1113,0.8561,0.0163,0.8561,0.1276,2025-12-05 13:26:52
"Desde muy temprano se realizaron trabajos de sanitización para cuidar la salud de los adolescentes de 15 a 17 años, que acuden a recibir su vacuna contra el #COVID19. Recuerda que hoy es el último día.

⏰ De 9:00 AM a 5:00 PM.
📍Residentes de Metepec. https://t.co/LlZh2W4qGq","Metepec, Edomex",19.2511338,-99.5937281,Neutral,-0.0139,0.8727,0.0706,0.8727,0.0567,2025-12-05 13:26:52
"We know that some neighbourhoods in Mississauga have a lower vaccine uptake than the rest of the city, adding unnecessary pressure on our hospitals.

Right now, @THP_hospital has more #COVID19 patients than anywhere else in the province.","Mississauga, Ontario",43.5896231,-79.6443879,Negative,-0.7515,0.7654,0.7654,0.2207,0.0139,2025-12-05 13:26:52
@joncoopertweets Yep it's been a blessing to #VoteByMail here during this #COVID19 pandemic,USA,39.7837304,-100.445882,Positive,0.7738,0.806,0.0322,0.1619,0.806,2025-12-05 13:26:52
"#ReporteCovid19
Hoy 5 de noviembre se registraron 16 nuevos casos y 3 fallecimientos por #Covid19, con lo que la entidad alcanza 31 mil 524 positivos y 2 mil 168 decesos, acumulados por esta causa. 

#MeCuido #PorAmorALaVida

Más información aquí 👉 https://t.co/14fIJX3nnc https://t.co/n1xFmoEn8A",Paseo Miguel de la Madrid #159,19.2715564,-103.7100022,Neutral,-0.0989,0.8352,0.1318,0.8352,0.0329,2025-12-05 13:26:52
"El Gobierno de Estados Unidos podría haber dado un gran paso en falso en términos de su respuesta a la #COVID19, especialmente en lo referente a los mensajes sobre las dosis de refuerzo de las vacunas, advirtieron recientemente expertos médicos https://t.co/paD5qDeaV2 https://t.co/yoTjZYewDQ","北京, 中华人民共和国",40.190632,116.412144,Neutral,-0.0293,0.7975,0.1159,0.7975,0.0866,2025-12-05 13:26:52
"""A double jeopardy of vulnerability"": Dr. Anthony Fauci points out extremely high rate of #COVID19 hospitalizations among American Indians and Alaska Natives during White House Tribal Nations Summit. #WhiteHouse #TribalNationsSummit #Coronavirus https://t.co/Ll1Ur0tRp5",Indian Country,32.7216391,-102.6454537,Negative,-0.4727,0.4927,0.4927,0.4874,0.02,2025-12-05 13:26:52
"@AldoSterone111 @Gogui_Resistant Les pépettes peuvent tout acheter !
#COVID19 
#CoronaCircus
#PassNazitaire 
#DictatureEnMarche","Béziers, France",43.3426562,3.2131307,Negative,-0.6764,0.6895,0.6895,0.2974,0.0131,2025-12-05 13:26:52
"#Covid19 On fait le point sur les traitements en cours d'élaboration 👇
https://t.co/qZEUYa94hn","Paris, France",48.8588897,2.320041,Neutral,-0.1479,0.7817,0.1831,0.7817,0.0352,2025-12-05 13:26:52
I love these little #Robots They kept us fed and watered when we were in isolation with #COVID19 plus they also now deliver wine!!! @StarshipRobots #LoveMK #Robot https://t.co/zd67gMydYR,"Milton Keynes, England",52.0406502,-0.7594092,Positive,0.9588,0.9654,0.0066,0.028,0.9654,2025-12-05 13:26:52
"⚠️V Praze evidujeme za PÁTEK 22. 10. 2021 / 536 nově potvrzených případů onemocnění covid-19. 
Od začátku epidemického výskytu onemocnění dne 1. 3. 2020 dosáhl celkový kumulativní počet případů k datu 22. 10. 2021 čísla 197.756
#COVID19 #praha #hshmp https://t.co/wqCwhUJnN8",Praha,50.0596288,14.4464593,Neutral,-0.1193,0.8257,0.1468,0.8257,0.0275,2025-12-05 13:26:52
"🚨 [ LE CHIFFRE DU MARDI ] 🚨

#Covid19 : + 90% de la population française éligible (12 ans et plus) au vaccin a reçu au moins une dose en décembre, environ six millions de #Français éligibles ne sont pas encore #vaccinés💉

#vaccination https://t.co/RfAeL0GzGA",92240 MALAKOFF,48.8211559,2.3019814,Neutral,0.0162,0.8879,0.048,0.8879,0.0642,2025-12-05 13:26:52
#Demonetization Day..How much has Life changed ever since barring #COVID19,India,22.3511148,78.6677428,Neutral,-0.0171,0.6751,0.171,0.6751,0.1539,2025-12-05 13:26:52
"#COVID19 transmission. But I digress.

I've been hitting a wall with someone who really shouldn't have to deal with accessibility, but is the go-between for those responsible who refuse to do the work. So this morning, I have to dedicate additional time to planning for &amp; meeting","Barcelona, Spain",41.3825802,2.177073,Negative,-0.8116,0.8233,0.8233,0.1651,0.0117,2025-12-05 13:26:52
La decisione del sindaco #DarioNardella @comunefi visti i dati pandemici #COVID19  https://t.co/HMOaBqlrR1,"Firenze, Toscana.",43.7697955,11.2556404,Neutral,-0.2896,0.6368,0.3264,0.6368,0.0368,2025-12-05 13:26:52
"@ptiteange85 @BFMTV @CNEWS Multiplié par le nombre de vaccinés porteurs sains, je vous laisse calculer. 
Je ne vous parle pas de la transmissibilité revue à la hausse par inefficacité partielle des vaccins actuels
@BFMTV 
@CNEWS 
@LCI 
@CovidFrance #COVID19",Lyon,45.7578137,4.8320114,Neutral,-0.051,0.8454,0.1028,0.8454,0.0518,2025-12-05 13:26:52
It appears accessing lateral flow tests is the new ‘toilet roll’ shortage. None available online for home delivery and none available within 30 miles. @scotgov #COVID19 #LateralFlowTest #infectionprevention https://t.co/3Sj0aQ77zI,"Aberdeen, Scotland",57.1482429,-2.0928095,Negative,-0.7301,0.7453,0.7453,0.2394,0.0152,2025-12-05 13:26:52
"📣 New Podcast! ""The Marc Patrone Show - December 16, 2021 - Ontario's Plans to Restrict Omicron, Vaccine Numbers, &amp; The Bitcoin Rabbi"" on @Spreaker #bitcoin #bitcoinrabbi #covid19 #covid19vaccine #crypto #cryptocurrency #joewarmington #karenselick https://t.co/6p1iVqZXhX","Mississauga, Ontario",43.5896231,-79.6443879,Neutral,0.0322,0.9476,0.0101,0.9476,0.0423,2025-12-05 13:26:52
"❗❗❗
Finally people in Croatia understood that is important to get vaccinated. I know we don't have trust in a government but Covid-19 is not a joke as many think. Stay healthy and distance. 💉😷 🇭🇷 #COVID19 #VaccineCertificate #Croatia #coronavirus #Zagreb https://t.co/e5komJprbn","Chicago, IL",41.8755616,-87.6244212,Positive,0.4301,0.5139,0.0838,0.4023,0.5139,2025-12-05 13:26:52
"@RodBarton4 every case of Myocarditis, Pericarditis, Clots &amp; sadly deaths from the vaccine in Victorian 5-11yr olds is on you

You drove a stake through the hearts of Victoria

#springst #auspol #omicron #COVID19 @AusTodayListnr",Yarra Valley,-37.7549851,145.522537,Negative,-0.9083,0.9153,0.9153,0.0777,0.007,2025-12-05 13:26:52
#COVID19 #OmicronVariant #liveinfear https://t.co/U9zGWaMf0T https://t.co/ESXJLNbolk,Canada,61.0666922,-107.991707,Negative,-0.7073,0.7233,0.7233,0.2607,0.016,2025-12-05 13:26:52
"How does #multiplemyeloma put someone at risk from #COVID19? MSK's Dr. Mailankody explains this type of cancer, how it makes a person especially vulnerable to infection, and why COVID-19 vaccines provide crucial protection for people with cancer. https://t.co/IxeUSS5Po3","Manhattan, NY",40.7579554,-73.9855319,Neutral,-0.2136,0.7002,0.2567,0.7002,0.0431,2025-12-05 13:26:52
#COVID19 vaccine mandates look to be pointless and unnecessary https://t.co/d9XnADaOUo,"Hagerstown, Maryland",39.6430455,-77.7191081,Negative,-0.8583,0.8704,0.8704,0.1175,0.0121,2025-12-05 13:26:52
"7/9 - Asia &amp; Pacific (cont'd)
South Korea (R-eff=1.05) is leaving its #COVID19 safety zone, very low mort;
NZ=1.15 is close to leave its safe zone, very low mort;
Singapore (82.0% 1 dose); AUS (77.1%) slowly landing, high [low] mort;
China=1.06, 85 cases/d; Taiwan; JP safe zone. https://t.co/Gbaesa3qgO",Switzerland,46.7985624,8.2319736,Neutral,-0.1715,0.7455,0.213,0.7455,0.0415,2025-12-05 13:26:52
"SE MANTIENE BC SIN CASOS DE LA VARIENTE OMICRON DE COVID-19

#BajaCalifornia #SecretariaSaludBC #covid19 #variantecovid #omicron 

https://t.co/kJvliVWYwk https://t.co/7IinUNqpcl",Baja California ,30.0338923,-115.1425107,Neutral,-0.4059,0.5557,0.4251,0.5557,0.0192,2025-12-05 13:26:52
